,respid,sample,int_date,fcall,attempt,refusal,lang,cregion,state,usr,scregion,sstate,susr,sdensity,timezone,comp,isex,irace1m1,irace1m2,irace1m3,irace1m4,ihisp1,form,phtype,qs1,q1,q2,q10af1,q10bf1,q14f2,q19,q20,q25,q33af1,q33bf1,q33cf1,q33df1,q33ff2,q33gf2,q33hf2,q33if2,q33jf2,q34f1,q44af1,q44bf1,q44cf1,q44ef1,q44ff1,q44gf1,q44hf2,q44if2,q44jf2,q44kf2,q44lf2,q44mf2,q44nf2,q47,q48f1,q49f2,q50a,q50b,q50c,q50d,q50e,q50ff1,q54f2,q55f1,q56f2,q57f2,q58,q60,q61a,q61b,q61c,q61df1,q61ef1,q61ff2,q61gf2,q61hf2,q61if1,q64,q65a,q65b,q65c,q65d,q65e,q66,q67,q68a,q68b,q68d,q69,q70,q70a,q71,q75,q76f1,q77f2,qi1,sex,age,educ,hisp,racecmb,racethn,birth_hisp,relig,chr,qf2,born,attend,income,reg,party,partyln,partysum,ideo,partyideo,partysumideo,hh1,hh3,adults,ql1,ql1a,qc1,ll,cp,money2,weight
10,13.0,Landline,190320.0,190320.0,1.0,No,English,Midwest,OH,U,Midwest,OH,U,Highest,Eastern,Complete,Male,White,,,,No,FORM 2,Listed Household,,Dissatisfied,Disapprove,,,Approve,Most of the time,Frustrated,Only some of the time,,,,,Not even tempered,Not well informed,Doesn't keep his promises,(VOL) Neither particularly,Not a good manager,,,,,,,,Increase spending,,,,,,,"Yes, keeping promises",,Too little,Statement #2,Statement #1,Statement #1,Statement #1,Statement #1,,Good deal,,Good for the U.S. [OR],About as important to the U.S. as other NATO member countries,Favor,Never fair game,A lot,A lot,None at all,,,A lot,Some,A lot,,Not too fair,Some,A lot,A lot,Not at all,A lot,Losing influence,Bad thing,Neutral toward religion,Unfriendly toward religion,Neutral toward religion,Should keep out of political matters,Disapprove,Very strongly,Not at all well,A lot,,Definitely done things that are unethical,Several times a day,Male,73.0,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",(VOL) Don't know/Refused,Don't know/Refused (VOL.),Don't know/Refused (VOL.),,Protestant,,Very important,"Yes, would",Once a week,"100 to under $150,000 [OR]",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Republican,,Rep/lean Rep,Conservative,Cons Rep,Cons Rep/ln Rep,2.0,2.0,2,"Yes, have cell phone",,,Landline,Cellphone,,0.4243365
11,14.0,Landline,190320.0,190320.0,1.0,No,English,South,VA,S,South,VA,S,3.0,Eastern,Complete,Male,White,,,,No,FORM 2,Listed Household,,Satisfied,Approve,,,Disapprove,Only now and then,Basically content,Only some of the time,,,,,Even tempered,Not well informed,Doesn't keep his promises,Stands up for what he believes in,A good manager,,,,,,,,Decrease spending,,,,,,,"No, not keeping promises",,Too little,Statement #1,Statement #2,Statement #2,Statement #2,Statement #2,,Not very much,,Good for the U.S. [OR],About as important to the U.S. as other NATO member countries,Favor,Never fair game,Some,Only a little,A lot,,,Some,None at all,Some,,Moderately fair,Not at all,Some,Not too much,A lot,A lot,Losing influence,Bad thing,Neutral toward religion,Neutral toward religion,Neutral toward religion,Should express their views on day-to-day social and political questions,Approve,Not so strongly,Not too well,A little,,Probably done things that are unethical,Several times a day,Female,75.0,"Some college, no degree (includes some community college)",No,White,White non-Hispanic,,Catholic,,Very important,"No, would not",Once a week,"100 to under $150,000 [OR]",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Republican,,Rep/lean Rep,Conservative,Cons Rep,Cons Rep/ln Rep,4.0,4.0,3 or more,"No, do not","Yes, someone in household has cell phone",,Landline,No cellphone,,2.3015508
12,15.0,Landline,190320.0,190320.0,1.0,No,English,Midwest,IN,S,Midwest,IN,S,3.0,Eastern,Complete,Female,White,,,,No,FORM 2,Listed Household,,(VOL) Don't know/Refused,Disapprove,,,(VOL) Don't know/Refused,Some of the time,Basically content,(VOL) Never,,,,,Not even tempered,Well informed,Doesn't keep his promises,(VOL) Neither particularly,Not a good manager,,,,,,,,Decrease spending,,,,,,,"No, not keeping promises",,(VOL) Don't know/Refused,Statement #1,Statement #2,Statement #2,Statement #1,Statement #1,,Not very much,,Bad for the U.S.,About as important to the U.S. as other NATO member countries,Strongly oppose,Never fair game,Only a little,Some,Some,,,A lot,Some,Only a little,,Not too fair,Some,A lot,Not at all,A lot,(VOL) Don't know/Refused,Losing influence,Good thing,Neutral toward religion,Neutral toward religion,Neutral toward religion,Should express their views on day-to-day social and political questions,Disapprove,Very strongly,Very well,A little,,Probably not done things that are unethical [OR],Several times a day,Female,46.0,High school graduate (Grade 12 with diploma or GED certificate),No,White,White non-Hispanic,,Nothing in particular,,Not at all important,,Never,"40 to under $50,000",Are you NOT registered to vote at your current address,Independent,Republican,Rep/lean Rep,(VOL) Don't know/Refused,Ind,DK/Ref to party or ideo,3.0,3.0,3 or more,"Yes, have cell phone",,,Landline,Cellphone,,1.6499422
13,16.0,Landline,190320.0,190320.0,1.0,No,English,South,NC,U,South,NC,U,3.0,Eastern,Complete,Male,White,,,,No,FORM 2,Listed Household,,Dissatisfied,Disapprove,,,Approve,Most of the time,Frustrated,Most of the time,,,,,Not even tempered,Not well informed,Doesn't keep his promises,Doesn't stand up for what he believes in,Not a good manager,,,,,,,,Keep spending the same,,,,,,,"Yes, keeping promises",,Too little,Statement #1,Statement #1,Statement #1,Statement #1,Statement #1,,Good deal,,Good for the U.S. [OR],More important to the U.S. [OR],Strongly favor,Never fair game,A lot,A lot,None at all,,,A lot,Some,Some,,Not too fair,Not too much,A lot,A lot,Not at all,A lot,Losing influence,Bad thing,Friendly toward religion,Friendly toward religion,Neutral toward religion,Should keep out of political matters,Disapprove,Very strongly,Not too well,A lot,,Definitely done things that are unethical,A few times a week,Male,69.0,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,White non-Hispanic,,Protestant,,Very important,"Yes, would",More than once a week,"20 to under $30,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Independent,Democrat,Dem/lean Dem,Moderate,Ind,Cons-Mod Dem/ln Dem,2.0,2.0,2,"Yes, have cell phone",,,Landline,Cellphone,,0.3264107
14,17.0,Landline,190320.0,190320.0,1.0,No,English,Northeast,NY,S,Northeast,NY,S,Highest,Eastern,Complete,Male,White,,,,No,FORM 1,Listed Household,,Dissatisfied,Disapprove,Disapprove,Approve,,Most of the time,Frustrated,(VOL) Never,Not trustworthy,Not able to get things done,Not a strong leader,Doesn't care about people like me,,,,,,Too impulsive,Keep spending the same,Keep spending the same,Increase spending,Keep spending the same,Increase spending,Keep spending the same,,,,,,,,"Yes, keeping promises",None at all,,Statement #1,Statement #1,Statement #1,Statement #1,Statement #1,Statement #2,,"Smaller government, fewer services",,,Strongly favor,Never fair game,Some,Some,Only a little,Some,Only a little,,,,Only a little,Not fair at all,Not too much,A lot,A lot,Not at all,Some,Increasing influence,Good thing,Neutral toward religion,Neutral toward religion,Friendly toward religion,Should keep out of political matters,Disapprove,Very strongly,Very well,A lot,Definitely done things that are illegal,,Several times a day,Female,57.0,"Some postgraduate or professional schooling, no postgraduate degree (e.g. some graduate school)",No,White,White non-Hispanic,,Protestant,,Very important,"No, would not",Once or twice a month,"$150,000 or more",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Independent,Democrat,Dem/lean Dem,Liberal [OR],Ind,Lib Dem/ln Dem,5.0,4.0,3 or more,"Yes, have cell phone",,,Landline,Cellphone,,0.7402229
15,18.0,Landline,190320.0,190320.0,1.0,No,English,Northeast,NH,S,Northeast,NH,S,3.0,Eastern,Complete,Male,White,,,,No,FORM 2,Unknown,,Dissatisfied,Disapprove,,,Disapprove,Most of the time,Frustrated,Only some of the time,,,,,Not even tempered,Not well informed,Doesn't keep his promises,Stands up for what he believes in,Not a good manager,,,,,,,,Increase spending,,,,,,,"Yes, keeping promises",,Too little,Statement #2,Statement #1,Statement #1,Statement #1,Statement #1,,Not very much,,Good for the U.S. [OR],More important to other NATO member countries [OR],Favor,Sometimes fair game [OR IS IT],A lot,Some,Some,,,Some,A lot,A lot,,Not too fair,Some,Some,A lot,Not too much,A lot,Losing influence,Bad thing,Neutral toward religion,Friendly toward religion,Neutral toward religion,Should express their views on day-to-day social and political questions,Disapprove,Very strongly,Very well,A lot,,Definitely done things that are unethical,A few times a week,Female,53.0,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD, gr",No,White,White non-Hispanic,,Catholic,,Very important,"No, would not",A few times a year,"$150,000 or more",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Democrat,,Dem/lean Dem,Very liberal,Lib Dem,Lib Dem/ln Dem,2.0,2.0,2,"Yes, have cell phone",,,Landline,Cellphone,,0.6193237
16,19.0,Landline,190320.0,190320.0,1.0,No,English,Midwest,OH,S,Midwest,OH,S,Highest,Eastern,Complete,Male,White,,,,No,FORM 1,Listed Household,,Dissatisfied,(VOL) Don't know/Refused,Disapprove,Approve,,Most of the time,Angry,(VOL) Never,Not trustworthy,Not able to get things done,Not a strong leader,Doesn't care about people like me,,,,,,Too impulsive,Keep spending the same,(VOL) Don't know/Refused,(VOL) Don't know/Refused,Keep spending the same,Decrease spending,Increase spending,,,,,,,,"Yes, keeping promises",None at all,,Statement #1,Statement #2,Statement #1,Statement #1,(VOL) Neither/Both equally,Statement #2,,"Smaller government, fewer services",,,(VOL) Don't know/Refused,Never fair game,A lot,A lot,A lot,A lot,(VOL) Don't know/Refused,,,,Only a little,Not too fair,A lot,A lot,A lot,Some,A lot,Increasing influence,Bad thing,Neutral toward religion,Unfriendly toward religion,Unfriendly toward religion,Should express their views on day-to-day social and political questions,Disapprove,Very strongly,Very well,A lot,Definitely done things that are illegal,,A few times a month,Male,81.0,"Some postgraduate or professional schooling, no postgraduate degree (e.g. some graduate school)",No,Asian or Asian-American,Other,,Orthodox,,Very important,"No, would not",A few times a year,"$150,000 or more",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Democrat,,Dem/lean Dem,Moderate,Cons-Mod Dem,Cons-Mod Dem/ln Dem,2.0,2.0,2,"Yes, have cell phone",,,Landline,Cellphone,,0.5190896
17,21.0,Landline,190320.0,190320.0,1.0,No,English,South,GA,S,South,GA,S,4.0,Eastern,Complete,Male,White,,,,No,FORM 1,Listed Household,,Satisfied,Approve,Approve,Disapprove,,Most of the time,Basically content,Most of the time,Trustworthy,Able to get things done,A strong leader,Cares about people like me,,,,,,About right,Keep spending the same,Increase spending,Increase spending,Keep spending the same,Increase spending,Increase spending,,,,,,,,"No, not keeping promises",A great deal,,Statement #2,Statement #2,Statement #1,Statement #2,Statement #2,Statement #1,,"Smaller government, fewer services",,,Favor,Never fair game,Some,Some,Some,Some,Some,,,,Some,Moderately fair,A lot,Some,Some,Some,Some,Losing influence,Bad thing,Unfriendly toward religion,Friendly toward religion,Neutral toward religion,Should express their views on day-to-day social and political questions,Approve,Very strongly,Somewhat well,A lot,Definitely not done things that are illegal,,Several times a day,Female,58.0,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,White non-Hispanic,,Catholic,,Somewhat important,"No, would not",Once or twice a month,"$150,000 or more",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Republican,,Rep/lean Rep,Conservative,Cons Rep,Cons Rep/ln Rep,4.0,4.0,3 or more,"Yes, have cell phone",,,Landline,Cellphone,,0.5854693
18,22.0,Landline,190320.0,190320.0,1.0,No,English,Northeast,NJ,S,Northeast,NJ,S,Highest,Eastern,Complete,Male,White,,,,No,FORM 1,Unknown,,Dissatisfied,(VOL) Don't know/Refused,Disapprove,Approve,,Only now and then,Frustrated,Only some of the time,Not trustworthy,Not able to get things done,Not a strong leader,Doesn't care about people like me,,,,,,Too impulsive,Increase spending,(VOL) Don't know/Refused,Increase spending,Increase spending,Increase spending,Increase spending,,,,,,,,"Yes, keeping promises",None at all,,Statement #2,Statement #2,Statement #2,Statement #1,Statement #2,Statement #2,,"Bigger government, more services",,,Strongly favor,Never fair game,None at all,None at all,None at all,None at all,Only a little,,,,None at all,Not fair at all,A lot,A lot,A lot,Not too much,Not too much,Increasing influence,Good thing,Friendly toward religion,Neutral toward religion,Neutral toward religion,Should keep out of political matters,Disapprove,Very strongly,Not at all well,A lot,Definitely done things that are illegal,,Once a day,Female,78.0,"Some college, no degree (includes some community college)",No,Black or African-American,Black non-Hispanic,,Christian,,Very important,"Yes, would",A few times a year,"30 to under $40,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Democrat,,Dem/lean Dem,Moderate,Cons-Mod Dem,Cons-Mod Dem/ln Dem,3.0,3.0,3 or more,"Yes, have cell phone",,,Landline,Cellphone,,1.157529
19,23.0,Landline,190320.0,190320.0,1.0,No,English,Northeast,PA,R,Northeast,PA,R,Lowest,Eastern,Complete,Female,White,,,,No,FORM 2,Listed Household,,Dissatisfied,Disapprove,,,Approve,Only now and then,Angry,Only some of the time,,,,,Not even tempered,Well informed,Doesn't keep his promises,Doesn't stand up for what he believes in,(VOL) Don't know/Refused,,,,,,,,Keep spending the same,,,,,,,(VOL) Don't know/Refused,,About the right amount,Statement #1,Statement #2,Statement #2,Statement #1,Statement #2,,Not very much,,Good for the U.S. [OR],More important to the U.S. [OR],Favor,Sometimes fair game [OR IS IT],None at all,(VOL) Don't know/Refused,None at all,,,Only a little,None at all,Some,,Not too fair,Not too much,(VOL) Don't know/Refused,Some,Not at all,A lot,Losing influence,Bad thing,(VOL) Don't know/Refused,Neutral toward religion,(VOL) Don't know/Refused,Should express their views on day-to-day social and political questions,(VOL) Don't know/Refused,,Not at all well,A lot,,Probably done things that are unethical,A few times a month,Male,85.0,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,White non-Hispanic,,Nothing in particular,,Not at all important,,Seldom,"50 to under $75,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Republican,,Rep/lean Rep,Moderate,Mod-Lib Rep,Mod-Lib Rep/ln Rep,1.0,,1,"No, do not",,,Landline,No cellphone,,1.034045
20,24.0,Landline,190320.0,190320.0,1.0,No,English,South,KY,U,South,KY,U,4.0,Eastern,Complete,Female,White,,,,No,FORM 1,Listed Household,,Satisfied,Approve,Disapprove,Disapprove,,Some of the time,Frustrated,Only some of the time,Trustworthy,Able to get things done,A strong leader,Cares about people like me,,,,,,About right,Increase spending,Increase spending,Increase spending,Increase spending,Increase spending,Increase spending,,,,,,,,"No, not keeping promises",A fair amount,,Statement #1,Statement #2,Statement #2,Statement #1,Statement #2,Statement #1,,"Smaller government, fewer services",,,Favor,Sometimes fair game [OR IS IT],Only a little,Only a little,Only a little,Some,Some,,,,Some,Not too fair,Some,A lot,A lot,Some,A lot,Losing influence,Bad thing,Unfriendly toward religion,Neutral toward religion,Neutral toward religion,Should express their views on day-to-day social and political questions,Approve,Very strongly,Somewhat well,A lot,Probably not done things that are illegal [OR],,Several times a day,Male,60.0,Two year associate degree from a college or university,No,White,White non-Hispanic,,Protestant,,Very important,"Yes, would",More than once a week,"$150,000 or more",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Independent,Republican,Rep/lean Rep,Moderate,Ind,Mod-Lib Rep/ln Rep,2.0,2.0,2,"Yes, have cell phone",,,Landline,Cellphone,,0.5867311
21,25.0,Landline,190320.0,190320.0,1.0,No,English,South,NC,R,South,NC,R,2.0,Eastern,Complete,Female,White,,,,No,FORM 1,Unknown,,Dissatisfied,Disapprove,Disapprove,Disapprove,,Most of the time,(VOL) Don't know/Refused,Only some of the time,Not trustworthy,Able to get things done,Not a strong leader,Doesn't care about people like me,,,,,,Too impulsive,Increase spending,Increase spending,Increase spending,Decrease spending,Keep spending the same,Increase spending,,,,,,,,"No, not keeping promises",None at all,,Statement #1,Statement #2,Statement #2,Statement #1,Statement #1,Statement #1,,"Bigger government, more services",,,Favor,Never fair game,A lot,A lot,Only a little,A lot,Some,,,,Some,Not fair at all,A lot,A lot,A lot,(VOL) Don't know/Refused,A lot,Losing influence,Good thing,Neutral toward religion,Unfriendly toward religion,Neutral toward religion,Should keep out of political matters,Disapprove,Very strongly,Somewhat well,A little,Definitely done things that are illegal,,A few times a month,Female,59.0,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD, gr",No,Black or African-American,Black non-Hispanic,,Nothing in particular,,Somewhat important,,Seldom,"$150,000 or more","Are you PROBABLY registered, but there is a chance your registration has lapsed [OR]",Democrat,,Dem/lean Dem,Moderate,Cons-Mod Dem,Cons-Mod Dem/ln Dem,2.0,2.0,2,"Yes, have cell phone",,,Landline,Cellphone,,1.2887131
22,26.0,Landline,190320.0,190320.0,1.0,No,English,South,SC,R,South,SC,R,2.0,Eastern,Complete,Male,White,,,,No,FORM 2,Listed Household,,Satisfied,Approve,,,Disapprove,Most of the time,Frustrated,Only some of the time,,,,,Even tempered,Well informed,Keeps his promises,Stands up for what he believes in,A good manager,,,,,,,,Keep spending the same,,,,,,,"No, not keeping promises",,About the right amount,(VOL) Don't know/Refused,Statement #1,Statement #1,Statement #2,Statement #1,,None at all,,Good for the U.S. [OR],More important to other NATO member countries [OR],Oppose,Never fair game,Some,Only a little,Some,,,Some,Some,Some,,Moderately fair,Not too much,(VOL) Don't know/Refused,Not too much,Some,Not too much,Losing influence,Bad thing,Unfriendly toward religion,Friendly toward religion,Neutral toward religion,Should express their views on day-to-day social and political questions,Approve,Very strongly,Somewhat well,A lot,,Definitely done things that are unethical,Several times a day,Female,68.0,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,White non-Hispanic,,Protestant,,Very important,"Yes, would",Once or twice a month,(VOL) Don't know/Refused,Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Republican,,Rep/lean Rep,Conservative,Cons Rep,Cons Rep/ln Rep,2.0,2.0,2,"Yes, have cell phone",,,Landline,Cellphone,,0.4641149
23,27.0,Landline,190320.0,190320.0,1.0,No,English,South,GA,R,South,GA,R,Lowest,Eastern,Complete,Male,White,,,,No,FORM 2,Unknown,,Dissatisfied,(VOL) Don't know/Refused,,,Disapprove,Some of the time,Angry,Only some of the time,,,,,Even tempered,Well informed,Keeps his promises,Stands up for what he believes in,A good manager,,,,,,,,Increase spending,,,,,,,"No, not keeping promises",,Too little,Statement #1,(VOL) Don't know/Refused,Statement #2,Statement #1,Statement #2,,Not very much,,Good for the U.S. [OR],More important to other NATO member countries [OR],Oppose,Sometimes fair game [OR IS IT],A lot,A lot,A lot,,,A lot,A lot,A lot,,Moderately fair,A lot,Not too much,A lot,Not at all,A lot,Losing influence,Bad thing,Neutral toward religion,Friendly toward religion,Neutral toward religion,(VOL) Don't know/Refused,Approve,Very strongly,Somewhat well,Nothing at all,,Definitely not done things that are unethical,Once a day,Female,33.0,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),No,White,White non-Hispanic,,Protestant,,Somewhat important,"No, would not",Seldom,(VOL) Don't know/Refused,Are you NOT registered to vote at your current address,Republican,,Rep/lean Rep,Moderate,Mod-Lib Rep,Mod-Lib Rep/ln Rep,4.0,4.0,3 or more,"No, do not",No,,Landline,No cellphone,,2.3965427
24,28.0,Landline,190320.0,190320.0,1.0,No,English,Northeast,NY,R,Northeast,NY,R,Lowest,Eastern,Complete,Male,White,,,,No,FORM 1,Listed Household,,Satisfied,Approve,Disapprove,Disapprove,,Most of the time,Angry,Only some of the time,Trustworthy,Able to get things done,A strong leader,Cares about people like me,,,,,,Too impulsive,Decrease spending,Increase spending,Keep spending the same,Decrease spending,Increase spending,Decrease spending,,,,,,,,"No, not keeping promises",A great deal,,(VOL) Don't know/Refused,Statement #2,Statement #2,Statement #2,(VOL) Don't know/Refused,Statement #2,,"Smaller government, fewer services",,,Favor,Sometimes fair game [OR IS IT],None at all,None at all,None at all,None at all,Only a little,,,,Only a little,Moderately fair,Some,Some,Not at all,Some,Not at all,Losing influence,Good thing,Neutral toward religion,Friendly toward religion,Neutral toward religion,Should express their views on day-to-day social and political questions,Approve,Very strongly,Very well,(VOL) Don't know/Refused,Probably not done things that are illegal [OR],,Never,Male,(VOL) Don't know/Refused,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD, gr",No,White,White non-Hispanic,,Atheist,,Not at all important,,Never,"$150,000 or more",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],(VOL) Other party,Republican,Rep/lean Rep,(VOL) Don't know/Refused,DK/Ref to party or ideo,DK/Ref to party or ideo,2.0,2.0,2,"Yes, have cell phone",,,Landline,Cellphone,,0.351897
25,29.0,Landline,190320.0,190320.0,1.0,No,English,Midwest,MI,S,Midwest,MI,S,4.0,Eastern,Complete,Female,White,,,,No,FORM 1,Listed Household,,Dissatisfied,Approve,Approve,Disapprove,,Most of the time,Frustrated,Only some of the time,Trustworthy,Able to get things done,A strong leader,Cares about people like me,,,,,,About right,Keep spending the same,Keep spending the same,Increase spending,Increase spending,Increase spending,Increase spending,,,,,,,,"No, not keeping promises",A great deal,,(VOL) Don't know/Refused,Statement #2,(VOL) Neither/Both equally,Statement #1,Statement #1,Statement #1,,"Smaller government, fewer services",,,Strongly favor,Sometimes fair game [OR IS IT],A lot,Some,A lot,A lot,Some,,,,Some,Moderately fair,(VOL) Don't know/Refused,Some,Some,(VOL) Don't know/Refused,Some,Losing influence,Bad thing,Unfriendly toward religion,Friendly toward religion,Neutral toward religion,Should keep out of political matters,Approve,Very strongly,Somewhat well,A lot,Definitely not done things that are illegal,,Once a day,Female,79.0,"Some college, no degree (includes some community college)",No,White,White non-Hispanic,,Catholic,,Very important,"No, would not",Once a week,(VOL) Don't know/Refused,Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Republican,,Rep/lean Rep,Conservative,Cons Rep,Cons Rep/ln Rep,2.0,1.0,1,"Yes, have cell phone",,,Landline,Cellphone,,0.5639082
26,30.0,Landline,190320.0,190320.0,1.0,No,English,South,VA,S,South,VA,S,3.0,Eastern,Complete,Male,White,,,,No,FORM 2,Listed Household,,Dissatisfied,Disapprove,,,Approve,Most of the time,Basically content,(VOL) Don't know/Refused,,,,,Not even tempered,Not well informed,Doesn't keep his promises,Doesn't stand up for what he believes in,Not a good manager,,,,,,,,Increase spending,,,,,,,"Yes, keeping promises",,Too little,Statement #1,Statement #1,Statement #1,Statement #1,Statement #1,,Very great deal,,Good for the U.S. [OR],More important to other NATO member countries [OR],Strongly favor,Never fair game,A lot,A lot,None at all,,,A lot,A lot,A lot,,Not fair at all,A lot,A lot,A lot,Not at all,A lot,(VOL) Don't know/Refused,,Friendly toward religion,(VOL) Don't know/Refused,(VOL) Don't know/Refused,Should express their views on day-to-day social and political questions,Disapprove,Very strongly,Very well,A lot,,Definitely done things that are unethical,Seldom,Male,60.0,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD, gr",No,White,White non-Hispanic,,Nothing in particular,,Not at all important,,Seldom,"100 to under $150,000 [OR]",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Democrat,,Dem/lean Dem,Liberal [OR],Lib Dem,Lib Dem/ln Dem,2.0,2.0,2,"Yes, have cell phone",,,Landline,Cellphone,,0.3264107
27,31.0,Landline,190320.0,190320.0,1.0,No,English,South,KY,R,South,KY,R,Lowest,Eastern,Complete,Male,White,,,,No,FORM 1,Listed Household,,Dissatisfied,Approve,Disapprove,Disapprove,,Most of the time,Angry,Only some of the time,Trustworthy,Able to get things done,A strong leader,Cares about people like me,,,,,,Too impulsive,Keep spending the same,Keep spending the same,Increase spending,Keep spending the same,Increase spending,Increase spending,,,,,,,,"No, not keeping promises",A fair amount,,Statement #2,Statement #1,Statement #2,Statement #1,Statement #1,Statement #1,,"Bigger government, more services",,,Oppose,Sometimes fair game [OR IS IT],Only a little,A lot,Only a little,Some,A lot,,,,Some,Moderately fair,Some,Some,Some,Some,A lot,Losing influence,Bad thing,Unfriendly toward religion,Friendly toward religion,Neutral toward religion,Should keep out of political matters,Disapprove,Not so strongly,Somewhat well,A little,Probably done things that are illegal,,Several times a day,Male,66.0,High school graduate (Grade 12 with diploma or GED certificate),No,White,White non-Hispanic,,Protestant,,Very important,"Yes, would",A few times a year,"20 to under $30,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Independent,Republican,Rep/lean Rep,Conservative,Ind,Cons Rep/ln Rep,3.0,3.0,3 or more,"Yes, have cell phone",,,Landline,Cellphone,,0.9942419
28,34.0,Landline,190320.0,190320.0,1.0,No,English,Northeast,PA,S,Northeast,PA,S,3.0,Eastern,Complete,Male,White,,,,No,FORM 2,Listed Household,,Satisfied,Disapprove,,,Disapprove,Some of the time,Frustrated,Most of the time,,,,,Not even tempered,Not well informed,Doesn't keep his promises,Stands up for what he believes in,Not a good manager,,,,,,,,Keep spending the same,,,,,,,"Yes, keeping promises",,Too little,Statement #2,Statement #2,Statement #1,Statement #2,Statement #2,,Good deal,,Good for the U.S. [OR],More important to the U.S. [OR],Favor,Never fair game,Some,Some,Some,,,Some,Only a little,A lot,,Moderately fair,Not too much,Not at all,A lot,Not too much,A lot,Losing influence,Bad thing,Friendly toward religion,Neutral toward religion,Neutral toward religion,Should keep out of political matters,Approve,Not so strongly,Somewhat well,A lot,,Probably done things that are unethical,Once a day,Female,73.0,High school graduate (Grade 12 with diploma or GED certificate),Yes,White,Hispanic,U.S.,Catholic,,Very important,"Yes, would",Once or twice a month,"10 to under $20,000","Are you PROBABLY registered, but there is a chance your registration has lapsed [OR]",Democrat,,Dem/lean Dem,Conservative,Cons-Mod Dem,Cons-Mod Dem/ln Dem,1.0,,1,"Yes, have cell phone",,,Landline,Cellphone,,0.5199226
29,38.0,Landline,190320.0,190320.0,1.0,No,English,South,SC,U,South,SC,U,3.0,Eastern,Complete,Male,White,,,,No,FORM 1,Unknown,,Dissatisfied,Disapprove,Disapprove,Approve,,Most of the time,Frustrated,Only some of the time,Not trustworthy,Not able to get things done,Not a strong leader,Doesn't care about people like me,,,,,,Too impulsive,Increase spending,Keep spending the same,Increase spending,Increase spending,Increase spending,Increase spending,,,,,,,,"Yes, keeping promises",None at all,,Statement #1,Statement #1,(VOL) Neither/Both equally,Statement #1,Statement #1,Statement #1,,"Bigger government, more services",,,Strongly favor,Never fair game,A lot,A lot,None at all,Some,Only a little,,,,None at all,Not fair at all,Not at all,A lot,A lot,Not at all,A lot,Losing influence,Bad thing,Neutral toward religion,Neutral toward religion,Neutral toward religion,Should keep out of political matters,Disapprove,Very strongly,Not at all well,A lot,Definitely done things that are illegal,,Several times a day,Female,79.0,High school graduate (Grade 12 with diploma or GED certificate),No,White,White non-Hispanic,,Protestant,,Very important,"Yes, would",Once a week,(VOL) Don't know/Refused,Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Independent,Democrat,Dem/lean Dem,Liberal [OR],Ind,Lib Dem/ln Dem,1.0,,1,"Yes, have cell phone",,,Landline,Cellphone,,0.8251674
